Description,Name,Primary Industry,Size,Type,Location,Country,Domain,Agency LinkedIn URL,ICP Score ,MRR,Annual Revenue,Accounting - Departmental Head Count,Finance - Department Head Count,Decision Maker First Name,Decision Maker Last Name,Decision Maker Linkedin Profile URL,Connection Request Message,Follow-Up on Unaccepted Connection,Message After Connection Acceptance,Follow-Up Message (No Reply After Acceptance),Second Follow-Up Message (Persistent No Reply),"Initial Outreach Message (Reference Pain Point, No Pitch)",First Follow-Up Message (Prompt for Response),Second Follow-Up Message (After No Reply)
"ONE8Y berät alle Marktteilnehmer vom Rechteeinkauf bis zur Aktivierung rund um das strategische Sportmarketing. Dabei vereinen wir datengestützte Expertise mit Kreativität und helfen so, die individuellen Zielgruppen unserer Kunden bestmöglich und nachhaltig zu erreichen – und das über alle relevanten Touchpoints hinweg: von digital bis on-the-ground.

- Rechteberatung und monetäre Bewertungen
- Zielgruppenanalysen und Typologien
- Markt-/Markenanalysen und Markenführung
- Strategische Beratung und Kreation
- Projektmanagement & Umsetzung
- Datenmanagement


Impressum:
ONE8Y GmbH
Friedrichstraße 8
65195 Wiesbaden
E-Mail: hello@one8y.de
Geschäftsführung: Hendrik Fischer
Registergericht Wiesbaden; HRB 30364
Inhaltlich verantwortlich gemäß § 55 Abs. 2 RStV: Hendrik Fischer, Anschrift wie oben.

Copyright:
Ohne eine vorherige schriftliche Genehmigung ist die Vervielfältigung oder Verwendung von Texten, Grafiken und Fotos der Internetseiten der ONE8Y GmbH nicht gestattet.

Datenschutz:
Mehr zu unserer Datenschutzerklärung unter: http://one8y.de/privacy-policy/",ONE8Y Sports Marketing Agency,Marketing Services,11-50 employees,Partnership,"Wiesbaden, Hessen",Germany,one8y.de,https://www.linkedin.com/company/one8y-gmbh,,,,,,,,,,,,,,,,
"ACTIVEZ VRAIMENT LE SEO.
Arkée est une agence de Marketing Digital Disruptif, via une expertise aiguisée des domaines du SEO, SEA & Social Media.

Arkée c'est un savoir-faire de nombreuses années dans les domaines phares du Marketing Digital : SEO / SEA / Social Media.

Notre ambition : vous permettre de disrupter votre marché à l'aide de stratégies créatives et performantes.",Arkée by Jaws,Advertising Services,11-50 employees,Privately Held,"Paris, Île-de-France",France,arkee.fr,https://www.linkedin.com/company/agence-arkee,,,,,,,,,,,,,,,,
"We’re an independent creative agency. We work with big clients around the world, like eBay, Meta, Samsung, Agos, Visa, Fineco, NTT DATA, Nestlé, EOLO, Bata and Opyn. And we like to build trust in small steps.

“Every day beautiful” is our claim because we strive to make working with us a beautiful experience, because every single day of the year. What our customers have loved about us since 2006 is our commitment to delivering quality, punctuality, reliability and kindness.",Moskito Design,Advertising Services,11-50 employees,Privately Held,"Varese, Italia",Italy,moskitodesign.it,https://www.linkedin.com/company/moskito-design,,,,,,,,,,,,,,,,
"iCrossing Italia è la filiale italiana di iCrossing l’agenzia di Digital Marketing del Gruppo Hearst.  Realizziamo strategie digitali per i brand dei nostri clienti sfruttando tutti gli strumenti del Digital Marketing: Web, Content, SEM e Social Media. 

Il nostro obiettivo è trasportare la storia e l’immagine dei brand nel mondo digitale per conseguire i risultati attesi dai clienti.",iCrossing Italia,Advertising Services,11-50 employees,Privately Held,"Milan, Lombardy",Italy,icrossing.com,https://www.linkedin.com/company/icrossing-italia,,,,,,,,,,,,,,,,
"At Right Source, we help healthcare and healthcare technology companies grow with content-driven digital marketing.",Right Source Marketing,Advertising Services,11-50 employees,Privately Held,"Reston, VA",United States,rightsourcemarketing.com,https://www.linkedin.com/company/right-source-marketing,,,,,,,,,,,,,,,,
"We’re not just any online marketing agency. We’re an agency committed to your company’s growth. That’s why our mission is to connect you with your potential customers. Because they’re out there, waiting for your messages and offers to reach them, and that’s where we step in. 

We are pioneer data bases specialists with over 6 million registers from over 30 countries and we want to make companies like yours to grow, as simple as that. We can help you with your telemarketing and email campaigns, your lead generation and much more.

Our team is formed by young, motivated professionals that love your feedback and that love to give you theirs, everything to optimize your campaigns and results.

Are you looking for more information? Don’t hesitate to contact us: info@coregistros.com","CoRegistros, S.L.",Advertising Services,11-50 employees,Privately Held,"Barcelona, Barcelona",Spain,coregistros.com,https://www.linkedin.com/company/coregistros,,,,,,,,,,,,,,,,
"We get to the heart of your message. Digital, analogue or cross-media. Storytelling is our passion - to write success stories with our customers is our motivation. Highest quality, reliability, and speed are our claim - long-term customer relationships are our flagship. We are consultants, editors and designers. We are In A Nutshell. The communication agency.",In A Nutshell,Media Production,11-50 employees,Privately Held,"Munich, BY",Germany,nutshell.de,https://www.linkedin.com/company/inanutshell,,,,,,,,,,,,,,,,
"We help brands create BIG ideas across ALL-SCREENS for maximum IMPACT!

FOTW are a forward-thinking TV advertising & creative production agency, creating new stories and building brand assets to engage audiences across All-Screens. 

Independent and powered by our talented in-house studio of creatives, 3D designers and producers. We’re driven to create work that has real business impact helping you stand out and find new fans. 

Today we’re recognised as campaign’s magazines top 100 (no 54) TV advertising & creative production agency with over 20 years of industry experience, we’ve learned that one size does not fit all. We’ve created ads and campaigns for companies of all sizes such as Sky, Samsung, Grosvenor Casinos, cinch, Explore Worldwide, Kit & Kin and Sky Betting & Gaming.

Find out how we can bring IMPACT to your brand.",Fall Off The Wall,Advertising Services,11-50 employees,Privately Held,"Hitchin, England",United Kingdom,falloffthewall.com,https://www.linkedin.com/company/fotw,,,,,,,,,,,,,,,,
"Mirror is a full-service creative agency that delivers results. 

Across strategy, design and production, our team is uniquely equipped to guide your projects from start to finish.

We craft one-of-a-kind opportunities by the bundle or a la carte. No matter the obstacles, we get the job done.",Mirror NYC,Advertising Services,11-50 employees,Privately Held,"New York, NY",United States,mirrornyc.com,https://www.linkedin.com/company/mirror-nyc,,,,,,,,,,,,,,,,
"The Onlii are a B Corp  Certified Creative Agency.

We create compelling campaigns and experiences that enable our clients to win commercially, in digital and physical environments. 
 
We offer world class creative solutions and problem solving, for an exciting portfolio of brands in the UK, Europe, and North America.",The Onlii | Creative Agency | B Corp,Advertising Services,11-50 employees,Privately Held,United Kingdom,United Kingdom,theonlii.com,https://www.linkedin.com/company/the-onlii,,,,,,,,,,,,,,,,
"FamFluence Talent Management is a premier creator management agency, exclusively representing top-performing influencers who celebrate moms and family life. Our talent specializes in health & beauty, DIY, home decor, food, fashion, and more, inspiring and supporting moms and families across North America.",FamFluence Talent Management,Advertising Services,11-50 employees,Privately Held,"New York , NY",United States,famfluence.com,https://www.linkedin.com/company/famfluence-talent-management,,,,,,,,,,,,,,,,
"Talent produces thoughts, talent enrich relationships, talent creates action. We make communication creative, relevant, effective and oriented through scientifically validated methods. In every person, in every company, in every brand there is a talent to discover or to grow and develop. Our mission is to help our customers improve their results and their satisfaction thanks to an emotionally intelligent and more effective communication, developed with our proprietary model, scientifically validated by SixSeconds - World's largest emotional intelligence network.

Our core competencies include the whole spectrum of communication, from consultancy, to the design and implementation of communication for consumer and trade marketing, digital and events.

Dual has expertise both in B2C and B2B. Among our Clients, in alphabetic order:  Amnesty International, Bayer, Bauli, Boston Scientific, Dompé, Enartis, Esseco Group, Hydrochem, Kellogg’s, L’Angelica, Menarini, Peroni, Recordati, Reckitt, Sanofi, Sofralab, Università di Verona, Vecchio Varzi, Zambon.
The head office was established in Milan in 1999, and in 2011 new offices were inaugurated in Marsala (Sicily) to reinforce our business events capabilities.",Dual Communication,Advertising Services,11-50 employees,Privately Held,Milano,Italy,indual.it,https://www.linkedin.com/company/dual---agenzia-di-comunicazione,,,,,,,,,,,,,,,,
